"","Time","ID","sp1","sp2","sp3","sp4","sp5","sp6","sp7","sp8","sp9","sp10","sp11","sp12","sp13","sp14","sp15","sp16","sp17","sp18","sp19","sp20","sp21","sp22","sp23","sp24","sp25","sp26","sp27","sp28","sp29","sp30","sp31","sp32","sp33","sp34","sp35","sp36","sp37","sp38","sp39","sp40","sp41","sp42","sp43","sp44","sp45","sp46","sp47","sp48","sp49","sp50"
"Sbj36_Time3",3,36,38,11,14,11,31,40,37,21,14,21,29,27,6,21,43,25,14,35,30,18,53,15,32,16,37,17,23,35,20,45,14,27,29,18,30,17,22,21,32,18,17,26,41,23,8,9,18,39,27,10
"Sbj36_Time4",4,36,37,9,16,10,30,43,36,16,16,25,26,28,15,25,44,25,17,35,33,13,55,15,37,13,36,12,24,30,21,45,10,28,33,14,25,13,20,26,26,12,12,20,41,24,9,18,22,40,27,14
"Sbj37_Time1",1,37,11,13,18,24,18,18,13,12,12,15,24,20,21,14,29,15,14,17,9,21,12,23,19,11,26,10,19,22,18,11,15,20,20,16,19,27,23,16,11,24,19,20,13,12,18,9,15,21,14,24
"Sbj37_Time2",2,37,24,15,11,21,30,35,36,28,15,28,24,33,14,26,40,20,10,26,24,4,45,16,24,15,35,13,29,33,14,41,14,32,37,18,20,22,24,18,39,20,10,26,34,18,20,15,18,43,28,14
"Sbj37_Time3",3,37,30,14,17,12,26,37,37,25,14,24,34,29,11,27,46,17,13,28,27,14,43,15,21,14,39,20,27,36,17,41,10,27,40,22,22,25,26,23,33,13,16,24,39,20,8,14,14,39,24,9
"Sbj37_Time4",4,37,29,20,11,11,29,29,39,21,17,32,24,26,18,27,38,14,19,32,28,15,37,12,17,19,41,12,27,34,12,39,14,26,38,20,22,27,26,26,32,18,12,23,39,19,11,10,18,48,24,14
"Sbj38_Time1",1,38,21,22,23,22,10,15,9,25,20,14,20,17,16,19,24,17,23,19,21,15,15,24,18,18,21,14,19,22,21,28,17,12,22,16,22,14,20,17,18,22,24,29,16,20,21,14,19,14,14,23
"Sbj38_Time2",2,38,34,15,13,12,26,27,25,24,14,18,28,19,19,28,37,29,18,37,11,12,32,14,41,15,41,16,20,37,13,40,16,20,33,37,22,12,19,30,19,14,8,14,36,30,11,13,43,43,23,13
"Sbj38_Time3",3,38,41,13,14,15,23,30,17,30,19,20,25,21,14,28,36,30,13,34,21,16,34,13,36,13,37,16,20,34,21,42,8,24,24,39,18,9,20,31,26,11,19,17,40,31,14,14,37,41,19,12
"Sbj38_Time4",4,38,37,14,11,12,21,24,25,29,15,22,29,22,12,30,38,28,17,35,17,25,33,16,35,8,34,8,20,44,22,37,18,22,31,29,19,17,26,28,19,13,12,16,30,31,10,12,31,36,13,17
"Sbj39_Time1",1,39,17,23,19,20,20,22,28,11,13,16,21,19,18,20,14,25,19,21,19,18,16,16,13,18,20,21,23,24,16,12,18,23,14,20,15,23,16,19,19,18,21,13,15,16,21,15,19,20,12,12
"Sbj39_Time2",2,39,30,10,16,13,24,22,23,26,23,13,28,34,12,35,29,16,9,17,23,16,27,24,22,28,30,21,4,40,17,51,14,25,37,14,19,13,15,28,35,34,11,18,36,25,11,10,20,29,29,13
"Sbj39_Time3",3,39,20,18,14,19,19,23,17,22,21,18,29,34,12,33,26,14,12,11,21,14,20,25,23,30,33,25,8,43,23,45,17,24,40,22,19,10,16,31,40,31,6,28,40,17,13,12,22,33,34,17
"Sbj39_Time4",4,39,29,18,16,12,21,25,26,20,30,19,32,39,19,37,29,12,10,10,18,7,28,29,25,22,29,32,12,38,16,47,12,20,36,19,25,21,13,35,34,29,17,27,42,27,17,12,23,28,38,9
"Sbj4_Time1",1,4,15,18,17,16,21,19,16,16,19,17,19,23,24,13,23,16,24,15,18,21,20,23,20,16,23,23,24,18,15,15,18,26,18,15,28,14,12,9,16,17,17,15,20,14,23,18,20,26,14,9
"Sbj4_Time2",2,4,24,15,11,10,41,30,24,36,17,35,13,26,19,30,37,24,18,26,28,13,36,14,24,12,30,16,24,33,12,33,12,27,28,28,32,19,23,22,43,27,14,24,37,21,18,13,25,42,15,21
"Sbj4_Time3",3,4,30,13,15,9,39,31,24,28,22,38,8,26,23,27,37,27,15,24,28,10,41,19,24,13,28,16,20,36,13,35,18,20,32,23,33,15,26,23,39,26,15,24,41,19,14,7,20,38,24,10
"Sbj4_Time4",4,4,28,15,9,5,34,33,31,30,17,39,12,25,27,33,41,24,13,25,28,14,40,16,23,12,24,20,19,37,18,33,13,22,26,24,35,8,20,24,37,27,12,22,36,24,14,6,25,39,18,17
"Sbj40_Time1",1,40,17,13,14,18,15,13,14,11,19,14,21,18,12,21,21,17,20,22,11,26,16,21,24,18,32,19,14,7,16,18,25,22,22,13,17,12,14,19,15,18,15,19,11,15,15,18,16,17,20,21
"Sbj40_Time2",2,40,25,12,21,5,40,36,26,29,18,39,17,15,10,32,38,28,25,33,31,9,36,11,23,13,30,12,32,37,14,34,15,28,31,25,20,24,23,8,38,14,27,34,17,25,15,14,38,36,11,10
"Sbj40_Time3",3,40,26,12,22,18,39,34,23,24,17,37,21,20,18,33,35,32,21,31,32,16,29,16,22,16,33,15,28,32,18,26,13,28,31,23,17,19,21,6,34,21,30,27,15,27,16,16,32,34,16,14
"Sbj40_Time4",4,40,29,18,22,9,44,31,29,26,15,36,26,14,19,30,36,30,21,34,33,17,32,17,22,14,28,18,30,29,7,24,18,36,31,16,20,22,19,14,35,24,28,23,22,20,13,13,28,36,10,13
"Sbj41_Time1",1,41,13,25,11,18,12,23,24,14,14,25,24,27,11,17,17,22,14,11,13,14,20,17,25,16,19,19,14,16,23,17,16,18,15,22,16,12,23,24,18,15,15,6,24,8,20,21,13,21,21,20
"Sbj41_Time2",2,41,37,16,14,15,17,35,35,21,18,11,29,43,16,30,42,14,9,25,16,20,48,25,30,14,41,24,19,36,24,58,14,19,47,20,26,12,15,17,29,21,9,23,56,24,10,14,31,34,27,11
"Sbj41_Time3",3,41,41,14,11,10,16,34,39,17,15,11,35,45,13,28,42,18,15,26,22,19,42,20,30,15,41,15,11,47,30,59,13,12,45,16,30,19,15,22,16,18,13,30,55,27,15,17,32,40,21,15
"Sbj41_Time4",4,41,32,15,14,12,9,29,39,19,12,8,34,40,13,34,45,9,12,22,19,16,45,19,23,14,37,16,15,39,20,61,11,17,44,16,23,11,23,21,18,23,14,24,57,27,8,12,34,38,24,21
"Sbj42_Time1",1,42,13,18,12,18,12,16,22,18,12,14,11,13,16,15,17,22,17,17,23,16,18,13,26,15,24,25,23,16,27,21,18,24,14,15,16,20,12,18,12,13,16,23,19,18,22,14,17,21,17,16
"Sbj42_Time2",2,42,35,13,14,23,14,30,46,13,18,19,23,41,13,14,38,19,9,23,31,23,43,12,23,8,32,20,17,38,17,49,10,21,29,21,34,13,18,13,9,26,19,23,55,18,9,14,26,34,37,18
"Sbj42_Time3",3,42,35,17,11,11,19,28,42,15,11,14,20,35,10,13,37,23,10,30,25,30,43,14,25,10,29,24,9,39,29,51,10,18,30,19,35,16,23,16,13,22,17,24,49,21,16,10,27,38,36,16
"Sbj42_Time4",4,42,33,16,10,10,16,24,45,24,15,10,20,35,9,8,37,17,10,24,23,27,42,11,26,10,24,22,10,40,17,46,9,12,27,18,41,12,27,19,16,24,15,31,51,14,13,14,24,41,38,16
"Sbj43_Time1",1,43,20,17,11,20,11,17,26,18,24,13,19,20,16,12,16,23,8,12,18,18,17,21,21,22,21,17,8,21,17,19,11,13,13,24,13,25,18,21,15,16,15,12,14,26,22,14,17,20,23,16
"Sbj43_Time2",2,43,23,16,16,16,49,29,21,25,13,37,10,8,11,27,38,32,17,38,20,24,36,12,38,6,40,14,36,30,11,25,12,39,25,27,12,12,23,24,42,18,34,20,13,24,13,17,40,33,17,12
"Sbj43_Time3",3,43,26,10,25,9,39,30,23,32,11,43,11,14,15,29,40,35,20,42,23,16,38,17,37,9,33,16,32,24,13,29,13,39,23,23,13,10,24,26,35,8,30,24,18,26,14,11,41,39,13,14
"Sbj43_Time4",4,43,28,12,20,13,38,32,15,24,11,40,18,14,18,33,40,32,25,43,26,17,38,16,39,14,43,18,39,22,4,24,20,45,28,28,15,15,19,33,44,6,29,23,12,23,10,11,39,40,17,9
"Sbj44_Time1",1,44,22,19,20,18,16,18,26,24,19,10,15,26,18,11,15,18,17,19,20,20,14,20,18,14,20,19,22,25,25,17,20,20,26,20,11,18,16,13,19,23,18,18,21,19,20,16,12,24,20,18
"Sbj44_Time2",2,44,30,11,12,12,16,31,35,17,25,19,21,35,9,22,38,18,14,18,27,8,34,13,19,23,29,16,16,43,11,40,14,28,41,23,23,12,27,12,28,31,10,27,40,18,6,12,18,34,31,12
"Sbj44_Time3",3,44,25,15,11,16,21,31,33,19,19,20,16,39,6,24,36,15,15,23,27,12,38,15,25,23,28,24,10,39,19,38,16,30,35,13,20,18,19,13,29,30,9,25,43,20,11,12,16,26,25,18
"Sbj44_Time4",4,44,28,17,11,13,18,28,30,17,18,20,19,41,15,21,37,15,15,18,28,17,33,16,23,20,35,17,19,43,15,41,19,31,37,15,20,10,24,11,23,28,17,28,35,19,15,11,21,32,31,14
"Sbj45_Time1",1,45,20,21,18,21,13,16,15,13,17,15,21,20,16,11,19,11,18,18,12,17,13,16,19,22,10,19,18,16,11,21,24,20,22,18,15,4,19,17,22,16,18,16,21,14,19,15,20,14,15,15
"Sbj45_Time2",2,45,24,10,14,15,19,31,21,13,24,17,34,34,21,20,40,8,18,15,12,21,34,14,24,20,27,25,12,36,30,34,13,12,27,24,15,17,10,21,14,20,12,13,39,13,6,16,28,21,28,24
"Sbj45_Time3",3,45,13,14,15,19,18,34,21,16,26,11,33,38,19,25,41,20,14,21,17,26,36,22,29,24,28,32,11,43,34,33,13,13,32,18,12,22,8,18,23,16,9,15,48,19,15,10,26,18,27,23
"Sbj45_Time4",4,45,24,16,14,14,14,35,23,15,24,13,28,36,19,23,41,12,18,12,9,14,39,20,29,25,28,25,19,37,30,33,10,19,28,32,12,16,14,18,21,8,13,13,40,13,15,11,25,21,25,23
"Sbj46_Time1",1,46,16,17,11,14,19,10,19,21,18,19,19,20,20,14,20,24,19,15,16,11,23,11,15,18,27,15,26,18,19,13,18,22,23,12,25,12,20,18,11,17,21,17,23,11,20,16,13,16,16,23
"Sbj46_Time2",2,46,39,13,18,11,18,36,36,22,27,22,13,40,10,16,45,13,9,23,20,24,29,13,36,17,34,21,9,44,23,48,12,22,31,20,28,16,21,15,21,11,14,18,49,12,10,13,28,40,34,11
"Sbj46_Time3",3,46,40,0,15,11,13,37,43,21,26,20,21,35,14,19,49,19,12,29,22,27,35,10,35,15,32,18,13,50,23,47,14,25,34,19,29,16,17,18,20,10,10,18,44,14,12,17,24,35,30,21
"Sbj46_Time4",4,46,35,11,10,9,19,35,43,20,29,28,22,40,15,20,44,21,11,19,25,25,35,10,31,15,31,16,5,45,26,52,8,19,37,23,25,14,23,18,10,6,15,17,50,16,15,9,32,35,31,16
"Sbj47_Time1",1,47,25,25,16,16,19,18,13,18,20,18,19,18,17,25,16,26,20,18,12,19,16,15,24,15,26,23,12,11,19,22,9,19,23,18,17,11,18,11,15,12,16,14,20,21,12,16,15,21,16,12
"Sbj47_Time2",2,47,27,11,15,18,9,26,35,19,12,16,36,38,4,35,45,15,8,34,14,17,38,13,26,27,34,28,15,49,22,53,11,17,39,20,14,21,22,29,21,17,16,18,52,12,9,7,24,29,24,18
"Sbj47_Time3",3,47,27,8,12,9,10,37,37,20,19,16,30,36,15,34,49,12,14,37,13,14,40,16,30,23,32,19,11,48,19,46,16,23,45,15,20,29,26,34,15,8,8,17,48,13,14,8,32,32,16,22
"Sbj47_Time4",4,47,30,13,11,11,15,31,34,24,17,16,30,37,13,25,48,13,10,32,14,14,40,20,32,25,33,22,13,55,21,53,12,21,42,19,15,24,26,25,20,11,17,24,44,15,11,12,24,31,25,22
"Sbj48_Time1",1,48,22,19,19,15,16,23,24,18,20,9,11,18,16,6,15,10,16,17,15,18,25,13,18,20,18,22,22,25,25,17,24,13,15,17,25,18,16,18,18,23,22,19,19,19,20,17,18,24,20,15
"Sbj48_Time2",2,48,34,12,12,13,29,37,28,22,19,27,19,25,20,32,42,24,20,18,28,20,34,20,19,14,34,23,17,33,16,34,14,21,31,25,28,10,17,21,35,23,14,17,32,23,8,11,32,32,28,15
"Sbj48_Time3",3,48,31,11,17,14,21,33,27,21,18,25,20,32,25,34,31,21,11,26,31,23,24,16,29,10,27,17,21,32,10,38,11,18,42,32,31,13,22,17,28,24,10,20,33,24,17,7,35,34,28,12
"Sbj48_Time4",4,48,33,15,10,11,25,37,23,31,18,21,18,27,11,34,35,22,16,21,28,18,36,13,26,12,31,24,28,26,14,39,12,25,30,35,28,15,21,17,30,30,9,18,29,24,15,10,35,34,36,12
"Sbj49_Time1",1,49,23,26,17,23,16,21,6,12,12,12,21,17,17,17,20,20,17,20,21,12,11,18,19,17,19,11,15,19,17,18,20,20,22,20,22,18,20,20,22,16,23,22,17,21,23,21,16,17,22,18
"Sbj49_Time2",2,49,28,10,18,16,25,32,28,30,27,18,24,29,21,18,37,12,18,16,17,22,27,20,20,22,39,23,15,38,16,36,11,25,31,18,19,19,27,32,27,22,17,24,39,19,10,8,19,36,24,17
"Sbj49_Time3",3,49,28,16,20,10,27,32,31,20,28,20,15,35,15,18,31,6,21,12,21,21,32,21,16,24,30,23,11,36,16,42,19,25,29,17,26,18,28,23,26,29,12,26,34,21,12,12,20,25,29,18
"Sbj49_Time4",4,49,28,9,14,16,26,28,30,20,20,20,20,28,17,22,34,16,16,14,19,23,31,23,17,22,33,25,13,44,10,39,9,16,34,12,20,18,26,23,28,22,15,25,41,19,12,17,20,30,30,16
"Sbj5_Time1",1,5,18,11,18,20,18,16,20,18,20,17,20,22,17,18,23,15,8,21,11,22,16,13,15,18,7,10,20,17,19,11,10,10,17,13,21,15,19,18,17,11,20,19,21,16,24,23,13,14,17,13
"Sbj5_Time2",2,5,19,10,19,16,31,23,26,23,15,34,15,30,14,22,30,12,15,14,20,8,25,7,19,19,35,23,16,26,9,23,10,31,22,20,25,26,20,11,33,30,21,26,24,17,14,11,20,29,14,14
"Sbj5_Time3",3,5,23,15,17,12,38,17,26,27,20,42,13,25,21,24,30,12,14,17,20,14,25,17,17,16,35,27,18,30,14,23,14,35,28,20,24,21,17,9,33,26,18,28,25,16,17,11,19,33,11,10
"Sbj5_Time4",4,5,24,16,19,16,29,19,29,22,27,31,12,21,22,28,31,9,17,13,20,10,22,17,21,17,23,18,17,27,11,24,11,34,25,16,23,25,21,9,34,26,17,27,24,14,7,9,18,29,18,15
"Sbj50_Time1",1,50,21,15,19,27,23,16,18,21,24,22,22,17,12,23,18,24,14,24,25,20,22,21,15,10,13,23,22,15,12,20,20,13,12,20,14,12,21,13,22,12,23,19,20,11,20,22,14,24,19,20
"Sbj50_Time2",2,50,14,13,28,13,15,16,15,21,12,11,17,29,19,29,15,21,20,7,8,25,18,18,26,12,28,14,7,11,18,26,17,16,6,12,11,18,22,12,18,17,28,14,20,27,19,27,21,21,12,24
"Sbj50_Time3",3,50,15,15,25,11,12,12,18,23,13,11,25,28,18,35,9,24,22,12,10,29,12,18,25,22,28,15,16,10,20,28,10,11,15,16,13,13,21,10,18,16,23,13,24,21,24,31,16,18,9,21
"Sbj50_Time4",4,50,10,13,28,17,21,8,15,26,18,16,23,29,18,31,17,23,23,13,12,30,19,21,28,24,29,14,19,14,24,32,16,15,10,10,9,14,26,12,18,17,20,8,26,26,16,30,19,20,7,28
"Sbj6_Time1",1,6,21,15,20,16,22,25,18,17,20,16,16,14,15,14,22,19,25,21,14,15,18,16,21,19,18,18,16,13,17,11,19,13,16,21,15,20,13,13,17,14,14,11,13,24,21,13,18,23,16,15
"Sbj6_Time2",2,6,25,14,17,18,21,25,35,19,17,15,20,25,11,19,34,17,15,24,26,19,39,13,25,16,30,23,23,30,11,36,12,16,30,15,17,15,24,24,28,27,13,27,31,19,16,11,25,29,29,19
"Sbj6_Time3",3,6,26,10,14,12,26,27,32,20,13,15,22,30,18,22,31,8,21,26,24,21,40,15,24,15,31,24,28,29,11,35,7,29,36,13,19,14,17,28,25,25,13,31,32,27,10,15,32,25,33,17
"Sbj6_Time4",4,6,22,8,20,4,24,27,34,23,21,18,23,32,14,17,29,17,22,21,25,15,40,15,21,21,28,22,23,29,14,36,12,18,37,14,20,15,19,28,21,18,12,26,37,17,17,15,29,29,32,20
"Sbj7_Time1",1,7,22,10,23,24,22,15,10,14,17,13,11,15,15,13,9,14,11,14,17,16,13,20,12,20,18,24,18,17,21,12,12,12,16,14,17,20,14,17,22,12,17,18,14,12,19,19,20,19,27,19
"Sbj7_Time2",2,7,41,13,14,13,18,36,19,24,17,6,33,34,13,27,32,13,14,13,18,18,29,27,15,20,36,29,12,45,31,51,13,19,41,17,10,13,21,31,26,20,14,25,43,28,17,13,23,25,33,16
"Sbj7_Time3",3,7,39,10,18,12,18,36,22,25,15,14,36,34,14,28,28,12,9,10,12,21,32,24,22,8,39,26,14,39,30,55,9,14,46,14,18,14,20,32,26,36,12,21,39,23,15,16,27,22,33,23
"Sbj7_Time4",4,7,42,16,14,14,19,32,26,22,17,13,34,41,11,26,29,9,11,13,21,22,32,19,30,13,41,32,15,48,29,56,14,23,38,8,10,13,13,29,22,26,10,24,43,27,14,16,25,30,35,14
"Sbj8_Time1",1,8,15,15,12,18,16,25,17,14,19,16,14,16,20,22,18,12,14,13,12,14,20,15,13,14,12,20,19,16,10,18,26,20,21,14,20,13,21,20,21,8,15,19,24,23,22,13,22,13,17,19
"Sbj8_Time2",2,8,35,12,11,15,31,23,42,8,17,25,17,34,15,25,47,13,8,14,36,15,35,19,17,9,30,21,27,37,12,38,12,14,26,22,30,23,19,12,29,32,6,29,43,17,9,10,27,38,28,17
"Sbj8_Time3",3,8,29,10,13,8,27,27,38,19,10,23,17,38,17,20,45,11,13,17,31,10,47,24,20,16,30,21,19,38,9,43,10,16,29,20,34,19,20,15,28,30,15,27,49,18,16,5,27,42,29,18
"Sbj8_Time4",4,8,31,10,10,12,32,33,40,13,10,24,14,39,17,20,36,8,16,18,28,17,41,23,19,18,32,21,19,36,17,46,18,13,26,28,35,24,15,19,25,32,12,26,49,16,12,13,33,35,23,17
"Sbj9_Time1",1,9,13,15,22,16,17,9,17,13,7,17,22,20,22,12,14,19,18,25,13,17,13,15,23,25,22,23,17,19,9,18,21,21,15,18,16,17,20,12,14,18,17,24,17,16,18,15,17,24,11,24
"Sbj9_Time2",2,9,34,16,15,14,16,33,29,17,20,14,23,38,17,29,36,11,17,32,15,11,44,16,21,30,26,24,19,37,9,49,13,21,35,21,21,20,16,24,19,20,15,29,51,10,13,9,18,35,31,14
"Sbj9_Time3",3,9,30,14,13,13,15,26,29,10,13,19,25,30,18,27,41,12,16,24,20,16,44,16,17,27,27,16,20,36,17,48,8,25,31,23,13,23,22,25,21,17,13,32,50,9,10,11,20,32,28,12
"Sbj9_Time4",4,9,30,8,16,13,21,32,36,15,13,19,23,36,9,33,37,10,19,26,20,13,44,15,16,32,31,22,16,32,7,49,9,24,38,26,22,20,27,30,31,20,12,26,54,11,11,13,22,34,33,15
