"","Time","ID","sp1","sp2","sp3","sp4","sp5","sp6","sp7","sp8","sp9","sp10","sp11","sp12","sp13","sp14","sp15","sp16","sp17","sp18","sp19","sp20","sp21","sp22","sp23","sp24","sp25","sp26","sp27","sp28","sp29","sp30","sp31","sp32","sp33","sp34","sp35","sp36","sp37","sp38","sp39","sp40","sp41","sp42","sp43","sp44","sp45","sp46","sp47","sp48","sp49","sp50"
"Sbj35_Time3",3,35,35,8,49,19,24,9,32,15,35,24,36,9,12,53,49,32,47,30,2,37,40,48,10,7,10,26,17,32,15,45,35,31,22,23,9,15,13,23,10,25,10,12,27,13,21,35,7,33,6,18
"Sbj35_Time4",4,35,26,15,52,10,30,14,30,15,44,27,45,9,3,43,41,33,52,39,14,31,43,50,9,9,17,25,6,38,11,51,32,31,20,16,11,15,13,12,11,26,12,12,27,20,20,37,13,23,8,15
"Sbj36_Time1",1,36,16,20,20,18,16,16,19,18,19,20,21,11,15,10,15,15,21,14,13,16,7,15,17,14,15,14,16,19,23,25,19,14,15,20,22,9,8,13,17,11,21,18,16,6,15,17,26,13,21,9
"Sbj36_Time2",2,36,23,18,13,36,22,37,35,24,19,46,21,20,14,37,16,14,32,39,21,39,13,14,22,26,56,69,12,10,29,33,30,12,20,25,36,40,20,55,19,19,18,38,53,8,39,9,13,17,29,27
"Sbj36_Time3",3,36,20,2,14,33,29,44,28,20,14,54,20,24,12,39,14,13,26,35,16,46,12,14,20,23,49,71,11,18,32,35,30,11,24,19,24,37,19,53,19,13,8,31,52,8,35,10,8,14,28,23
"Sbj36_Time4",4,36,22,14,6,39,24,41,29,26,15,49,23,20,13,40,22,14,35,37,22,44,16,8,25,15,56,71,11,13,29,32,25,12,19,22,30,38,18,49,11,8,15,34,53,9,39,13,14,16,31,22
"Sbj37_Time1",1,37,12,21,15,12,15,12,22,11,13,14,17,17,20,18,20,21,16,14,16,17,16,13,8,17,17,17,18,13,7,12,13,9,14,14,10,15,13,12,18,14,17,22,18,11,9,8,8,14,20,14
"Sbj37_Time2",2,37,16,19,23,13,23,20,10,14,31,30,15,10,7,15,17,10,12,8,13,21,26,14,34,24,30,22,18,16,12,18,33,17,13,17,24,16,27,14,20,16,16,24,23,22,7,7,10,16,23,16
"Sbj37_Time3",3,37,18,6,21,8,23,25,11,13,34,34,9,14,6,14,13,11,10,6,11,18,14,6,24,16,31,26,13,19,10,19,29,22,7,16,23,12,30,15,21,22,17,17,18,19,7,13,11,14,19,21
"Sbj37_Time4",4,37,19,13,26,8,20,27,9,14,29,39,11,8,10,16,18,8,13,16,10,26,16,7,23,21,27,23,11,22,11,20,29,21,10,19,18,11,27,11,22,18,13,19,17,17,9,8,8,10,17,18
"Sbj38_Time1",1,38,20,20,20,21,20,14,18,15,23,16,8,18,21,21,25,11,16,16,16,13,13,20,15,16,10,14,17,15,10,12,9,20,21,24,12,19,11,15,16,14,13,17,18,20,22,20,17,11,16,12
"Sbj38_Time2",2,38,17,23,35,43,8,40,13,14,7,19,23,35,12,31,8,30,19,8,24,40,23,13,21,20,15,11,40,15,18,25,30,12,32,21,17,18,22,34,14,20,24,14,11,14,17,23,8,27,34,13
"Sbj38_Time3",3,38,14,23,36,37,7,44,7,14,17,7,28,35,7,29,17,35,20,11,24,45,24,18,22,25,22,17,35,13,15,32,27,17,43,21,15,23,27,36,5,14,28,16,15,16,22,19,11,31,38,7
"Sbj38_Time4",4,38,23,19,31,37,10,42,13,15,10,18,18,34,5,25,19,30,22,10,27,44,24,19,20,18,19,5,29,9,22,28,26,10,33,13,21,21,25,36,5,14,23,19,10,11,14,24,9,31,39,9
"Sbj39_Time1",1,39,18,12,19,11,18,22,10,16,9,14,14,14,14,18,8,16,16,29,13,16,15,13,13,27,19,14,12,12,22,18,18,19,15,20,14,18,18,23,18,17,11,16,12,6,11,24,22,7,17,9
"Sbj39_Time2",2,39,148,125,152,33,48,28,143,13,140,13,114,15,105,17,14,11,14,9,6,77,140,101,89,35,13,112,25,38,138,110,45,11,60,65,25,16,82,50,34,67,95,8,37,39,10,42,11,8,15,31
"Sbj39_Time3",3,39,148,128,156,31,45,29,144,9,134,12,113,7,107,11,17,10,13,13,12,72,143,103,91,38,16,111,26,37,136,104,43,12,49,69,25,16,84,54,37,69,97,15,42,37,14,49,10,6,9,28
"Sbj39_Time4",4,39,146,132,149,35,51,23,145,4,140,8,113,9,103,6,20,8,13,10,9,78,139,108,92,38,17,105,29,45,132,104,49,12,52,67,24,21,86,49,36,72,97,16,41,35,12,45,16,13,7,27
"Sbj4_Time1",1,4,21,25,13,16,9,17,16,19,9,16,19,16,12,11,12,8,14,20,20,17,15,8,20,10,16,21,20,14,20,18,12,20,18,23,11,20,15,14,17,17,23,10,22,11,13,19,25,16,20,21
"Sbj4_Time2",2,4,18,12,51,31,18,25,14,13,20,25,10,33,1,17,22,50,13,19,27,51,25,10,31,26,25,27,15,42,42,10,7,9,20,27,9,18,29,34,23,16,9,36,52,38,15,13,10,21,33,26
"Sbj4_Time3",3,4,17,10,52,38,22,29,11,10,12,16,11,37,9,16,16,47,4,17,29,52,27,11,35,28,34,33,8,46,44,15,12,9,16,29,11,21,30,35,21,7,10,34,45,34,11,11,6,19,30,28
"Sbj4_Time4",4,4,15,7,52,29,13,34,11,11,21,16,12,36,16,17,19,40,14,7,28,51,26,10,33,28,29,26,9,52,46,7,14,5,19,30,13,24,27,39,24,10,12,41,48,39,14,9,11,16,31,31
"Sbj40_Time1",1,40,13,15,9,13,10,24,13,8,18,18,17,14,12,12,24,18,24,20,22,22,11,12,19,20,13,18,12,20,12,20,14,23,27,17,9,20,18,18,20,16,10,17,18,21,16,18,9,23,22,16
"Sbj40_Time2",2,40,7,27,24,14,41,11,11,21,20,32,23,22,14,22,28,15,28,13,22,29,7,26,15,25,7,12,24,13,17,24,12,15,6,9,32,22,30,12,22,16,36,16,11,11,25,17,30,21,31,12
"Sbj40_Time3",3,40,9,19,14,19,40,16,9,16,13,32,22,25,16,22,23,9,28,12,21,31,15,22,10,28,8,1,22,9,16,21,3,13,11,9,32,23,31,9,22,19,35,17,12,13,30,14,34,25,25,11
"Sbj40_Time4",4,40,18,25,17,19,34,18,10,15,25,35,14,22,7,23,28,13,21,10,23,30,5,17,14,24,8,9,16,13,22,13,16,15,7,8,37,27,30,15,18,21,35,21,10,19,28,10,33,22,26,13
"Sbj41_Time1",1,41,9,16,12,11,16,16,15,21,12,25,14,15,15,19,15,22,14,25,13,18,10,10,20,20,19,18,9,21,13,10,13,12,18,9,18,16,26,13,17,8,12,13,20,18,20,21,15,16,10,22
"Sbj41_Time2",2,41,12,13,20,24,38,9,13,21,32,12,28,36,21,24,28,19,36,30,7,13,34,18,20,27,8,13,5,30,36,31,13,24,29,22,25,13,10,11,33,10,10,32,30,20,14,31,10,10,15,40
"Sbj41_Time3",3,41,15,12,18,21,30,5,9,12,34,10,23,40,11,22,35,20,37,29,17,9,32,16,25,28,14,14,15,28,37,33,17,30,33,17,27,11,14,15,34,17,10,30,35,26,13,25,9,13,5,38
"Sbj41_Time4",4,41,12,10,15,24,35,14,8,16,31,14,26,45,12,24,23,14,33,25,12,10,29,18,29,31,2,8,14,25,37,32,12,19,31,23,26,3,12,14,30,9,15,35,34,23,12,29,17,9,10,40
"Sbj42_Time1",1,42,24,13,10,13,17,16,10,12,18,17,8,19,25,16,14,14,14,19,10,22,17,11,14,17,21,17,9,24,8,22,6,22,23,12,13,14,15,22,16,11,15,13,11,9,12,9,15,16,15,16
"Sbj42_Time2",2,42,17,13,17,29,21,5,17,9,17,24,9,2,12,21,8,15,14,27,13,22,16,10,17,19,15,15,15,22,21,23,26,26,14,8,11,17,22,19,11,15,26,17,19,18,11,21,5,22,21,17
"Sbj42_Time3",3,42,10,15,12,28,19,12,16,13,18,21,16,15,12,23,15,10,18,31,18,25,16,8,19,16,18,14,14,17,20,25,22,28,10,13,10,19,28,26,14,13,23,23,17,26,13,24,9,22,29,14
"Sbj42_Time4",4,42,10,14,17,25,19,16,14,12,19,22,11,15,11,22,15,10,18,18,12,20,13,14,19,18,21,13,17,14,24,21,23,26,18,10,11,22,29,23,9,14,16,23,20,20,10,20,14,15,25,11
"Sbj43_Time1",1,43,15,12,16,10,14,14,18,19,17,20,11,19,8,11,21,20,17,17,15,12,13,19,18,13,18,16,10,15,15,15,23,20,16,19,21,12,17,11,10,16,17,19,18,15,13,12,22,14,12,16
"Sbj43_Time2",2,43,8,7,16,11,14,24,12,33,32,21,13,24,12,16,34,24,42,31,19,11,25,11,33,27,15,19,7,18,19,11,31,25,10,22,13,40,17,30,18,15,14,11,13,33,18,22,14,19,11,29
"Sbj43_Time3",3,43,14,10,19,4,9,21,10,35,30,26,11,22,5,18,28,19,40,30,18,5,24,11,30,26,10,22,9,21,27,18,30,35,12,24,13,36,20,31,24,12,14,14,14,34,21,18,17,21,8,29
"Sbj43_Time4",4,43,12,14,13,10,9,24,16,34,32,28,10,31,9,25,24,20,40,29,14,9,18,14,26,26,13,21,12,19,21,19,30,30,13,17,13,35,19,32,18,17,13,14,13,31,17,18,22,23,14,22
"Sbj44_Time1",1,44,5,20,16,21,16,14,18,22,15,20,21,15,21,27,15,7,27,20,20,18,14,18,19,17,18,17,11,10,20,13,14,6,20,16,14,17,7,19,12,18,24,17,15,22,13,20,22,12,15,24
"Sbj44_Time2",2,44,24,34,18,18,27,28,14,13,23,20,45,22,14,43,13,16,30,10,19,38,23,35,40,8,33,14,31,9,24,10,32,8,15,15,12,14,20,16,9,41,14,17,16,9,25,10,13,9,34,23
"Sbj44_Time3",3,44,20,40,15,16,29,35,10,16,19,9,44,14,17,40,11,4,30,10,18,35,23,32,48,12,34,10,24,7,23,13,38,12,20,12,10,7,19,21,9,36,16,15,16,16,27,11,15,11,26,10
"Sbj44_Time4",4,44,20,38,16,14,30,28,9,6,18,14,47,16,14,44,10,14,28,13,25,31,23,36,42,11,33,14,31,12,25,11,34,8,24,17,7,7,14,18,11,36,7,18,13,15,22,11,16,12,24,16
"Sbj45_Time1",1,45,23,9,10,16,14,14,12,13,14,23,11,19,7,14,19,11,18,14,17,7,11,17,11,25,16,22,16,23,16,12,20,15,16,15,15,16,16,10,17,24,16,18,16,16,21,18,21,14,9,18
"Sbj45_Time2",2,45,22,26,28,15,29,12,15,12,32,8,22,15,21,30,37,17,34,35,24,33,17,15,10,14,28,11,33,23,9,19,14,12,13,20,25,22,24,8,22,21,12,19,13,11,28,12,11,8,32,14
"Sbj45_Time3",3,45,16,22,25,16,31,19,28,16,30,10,21,10,19,30,31,11,18,35,26,30,19,15,10,12,25,15,34,29,17,17,15,8,14,21,24,29,31,12,22,21,13,18,10,18,26,12,11,10,24,20
"Sbj45_Time4",4,45,20,19,28,12,29,13,26,11,37,8,25,10,25,25,44,12,26,38,25,29,17,16,9,15,23,12,38,28,8,18,12,14,12,27,27,23,23,11,20,24,8,16,12,18,25,8,9,11,24,13
"Sbj46_Time1",1,46,7,13,10,16,9,15,17,12,11,13,17,14,20,13,13,16,14,20,15,10,17,20,18,21,16,13,26,19,20,12,14,15,14,18,14,15,17,19,16,21,13,22,25,9,13,15,16,18,20,16
"Sbj46_Time2",2,46,9,23,11,26,22,42,22,23,3,24,9,12,32,15,11,27,11,8,16,34,23,23,22,16,28,13,8,16,9,12,30,25,9,8,30,17,14,21,27,10,17,51,20,16,7,29,12,16,24,20
"Sbj46_Time3",3,46,9,26,17,24,16,40,26,22,10,20,15,17,32,14,17,25,12,10,15,30,20,22,17,13,32,15,15,13,12,11,23,28,10,13,28,12,11,17,17,8,23,50,16,13,11,23,8,18,23,21
"Sbj46_Time4",4,46,9,20,12,29,18,43,27,26,13,19,12,17,35,18,17,19,12,11,11,24,23,15,18,18,30,12,6,19,8,10,23,32,11,9,31,11,12,17,20,8,17,45,16,12,6,24,15,11,24,15
"Sbj47_Time1",1,47,10,17,14,11,16,9,17,20,20,11,15,7,16,12,13,13,24,14,24,7,16,22,18,13,11,21,16,15,20,18,12,16,25,20,19,20,20,19,17,18,11,16,18,18,11,14,14,10,19,15
"Sbj47_Time2",2,47,27,22,13,19,16,35,36,8,20,11,13,15,13,14,22,13,11,16,12,34,19,16,18,16,11,15,41,15,40,31,17,24,32,28,16,12,15,11,26,33,9,19,23,6,32,17,40,15,16,15
"Sbj47_Time3",3,47,28,16,12,24,20,29,31,13,20,7,16,11,10,12,20,17,11,20,17,35,13,13,25,8,11,16,42,8,41,28,17,22,28,28,16,4,8,7,27,27,8,23,16,11,29,21,36,14,17,14
"Sbj47_Time4",4,47,24,15,17,20,20,34,29,5,21,15,10,18,11,11,20,22,14,9,10,33,9,16,19,16,14,18,47,16,36,26,19,25,36,24,21,15,14,8,28,31,9,22,19,8,31,19,43,12,12,13
"Sbj48_Time1",1,48,15,11,13,14,10,18,12,18,22,18,20,20,18,11,17,13,14,18,12,22,16,11,16,23,19,16,9,15,13,14,11,16,15,15,16,18,17,18,14,18,30,23,12,22,17,10,10,16,21,22
"Sbj48_Time2",2,48,12,27,19,12,6,17,12,15,29,28,40,22,12,33,20,49,17,20,24,10,31,28,36,12,54,33,15,36,11,10,31,34,28,21,15,10,35,8,24,31,26,15,31,9,11,15,13,35,11,15
"Sbj48_Time3",3,48,13,25,18,13,15,9,10,10,27,22,32,19,15,27,15,48,21,22,29,15,28,27,37,9,47,28,21,31,16,9,36,39,27,15,13,13,24,2,28,34,29,16,28,15,15,15,11,36,11,20
"Sbj48_Time4",4,48,12,27,21,9,16,17,13,17,26,27,34,29,5,28,13,43,20,19,28,8,34,30,38,12,52,30,22,33,13,9,30,38,21,16,10,14,28,5,21,35,22,11,32,10,9,18,12,35,5,14
"Sbj49_Time1",1,49,20,17,7,16,13,14,19,5,20,13,22,6,19,19,11,12,18,15,20,17,14,17,15,15,16,13,11,22,8,17,17,11,19,21,21,22,15,21,15,13,10,15,12,17,17,24,9,19,7,14
"Sbj49_Time2",2,49,25,59,26,23,23,13,14,39,55,19,21,50,42,25,45,23,16,16,22,29,9,16,47,13,22,20,12,47,7,48,39,27,48,8,14,45,30,28,28,11,32,17,11,13,9,48,9,15,22,23
"Sbj49_Time3",3,49,28,57,27,27,20,14,6,33,51,23,28,51,46,24,45,23,13,11,19,32,18,13,48,8,33,15,7,41,11,43,37,25,43,13,12,42,31,26,35,13,32,14,9,13,12,46,10,8,18,23
"Sbj49_Time4",4,49,23,60,24,22,17,11,10,31,55,22,32,46,43,21,47,25,9,9,17,31,11,15,48,12,28,14,14,36,15,41,40,27,42,10,12,43,34,22,31,9,34,9,17,15,10,52,11,11,11,26
"Sbj5_Time1",1,5,10,13,13,15,19,15,14,16,9,20,12,14,17,16,13,13,16,18,18,18,18,13,8,12,12,10,13,21,16,18,20,15,11,20,19,14,16,17,14,11,10,11,12,23,18,20,21,20,11,21
"Sbj5_Time2",2,5,20,18,30,24,36,21,37,27,14,15,12,7,12,21,14,13,9,49,23,27,34,10,10,23,11,31,32,11,8,40,37,44,15,17,11,16,39,10,47,10,36,19,37,12,43,39,27,9,24,29
"Sbj5_Time3",3,5,21,17,35,20,42,18,35,20,8,12,14,11,13,11,20,15,11,48,28,24,30,11,17,28,8,34,30,13,13,37,43,45,14,18,7,14,41,10,46,8,33,23,34,11,49,31,31,11,19,23
"Sbj5_Time4",4,5,18,18,39,21,36,20,39,25,6,15,14,9,15,8,16,17,14,49,25,29,34,10,7,19,10,30,31,15,13,37,46,43,17,19,11,12,39,13,54,8,34,19,38,4,52,39,24,6,24,35
"Sbj50_Time1",1,50,20,20,23,10,20,17,17,14,16,13,23,21,17,14,19,16,14,15,20,16,20,19,10,17,22,22,8,23,14,26,15,14,13,15,20,12,18,15,20,7,13,13,25,28,15,14,14,14,8,14
"Sbj50_Time2",2,50,30,64,59,45,36,7,32,24,11,28,26,32,15,29,15,14,12,9,31,30,40,8,19,10,34,19,6,10,10,64,27,6,15,26,29,11,48,36,9,28,39,77,35,13,50,9,13,12,22,36
"Sbj50_Time3",3,50,33,70,63,44,42,17,27,21,8,28,23,34,12,24,18,12,12,11,38,27,38,14,18,13,36,19,11,10,9,65,27,14,11,33,32,14,46,38,9,32,36,71,28,14,44,9,6,19,26,45
"Sbj50_Time4",4,50,24,65,63,40,34,15,30,21,8,23,23,35,7,36,14,18,15,8,41,25,40,14,22,17,34,21,14,3,14,59,31,11,8,29,32,15,51,29,11,35,34,68,33,10,40,9,13,14,27,41
"Sbj51_Time1",1,51,10,15,15,14,12,12,11,21,11,23,18,14,15,7,11,12,21,12,25,17,23,16,21,18,15,12,20,11,20,16,17,17,12,21,23,16,16,17,15,14,19,13,22,17,13,8,16,21,24,21
"Sbj51_Time2",2,51,24,21,13,20,44,8,20,32,9,32,32,18,22,11,23,12,11,38,15,12,38,20,21,10,21,10,10,18,24,10,21,13,11,12,13,27,24,15,34,26,7,48,12,16,15,27,22,29,19,29
"Sbj51_Time3",3,51,28,21,18,22,42,14,18,26,11,30,35,22,17,18,25,15,11,43,12,16,33,22,20,13,25,5,9,15,26,11,17,6,12,15,12,26,21,11,33,29,10,43,13,13,6,23,20,35,23,22
"Sbj51_Time4",4,51,22,25,18,23,43,7,16,26,8,27,33,17,21,8,26,17,12,43,12,18,39,22,16,13,25,12,6,17,25,10,16,11,12,13,7,32,21,25,30,24,13,47,7,18,12,26,20,41,22,28
"Sbj52_Time1",1,52,11,11,14,18,19,16,19,17,19,17,24,24,10,19,17,9,14,16,12,22,14,17,14,13,19,19,20,19,20,13,21,11,9,20,15,19,21,19,16,9,13,20,22,17,22,15,18,20,13,15
"Sbj52_Time2",2,52,14,14,18,14,16,12,11,14,9,12,16,9,9,14,10,23,27,13,35,26,16,50,38,32,14,22,15,15,27,21,38,22,12,35,44,32,14,38,41,32,22,26,47,14,23,26,27,21,14,48
"Sbj52_Time3",3,52,10,19,9,11,18,12,14,10,12,11,14,7,7,14,8,27,26,11,33,29,16,58,42,41,17,27,23,21,27,21,41,18,6,38,42,34,12,29,46,32,20,19,46,14,23,23,29,13,17,45
"Sbj52_Time4",4,52,9,17,7,13,11,12,7,12,10,14,16,10,4,13,12,25,22,11,39,27,13,57,40,40,11,25,19,13,27,24,37,16,11,38,40,30,16,38,46,32,22,25,46,4,23,23,23,18,9,47
"Sbj53_Time1",1,53,19,17,20,17,20,17,20,9,11,15,18,16,13,13,21,9,20,14,11,16,20,15,20,16,16,18,20,13,16,18,21,16,12,13,13,18,4,18,18,20,20,20,8,14,16,28,20,22,15,15
"Sbj53_Time2",2,53,15,36,31,11,30,17,14,33,31,27,11,13,25,11,18,27,21,31,11,9,16,21,21,15,13,15,19,19,13,11,30,36,9,41,24,13,10,13,12,32,39,23,16,12,29,10,31,14,39,30
"Sbj53_Time3",3,53,8,42,30,15,31,8,7,32,42,34,11,11,26,14,18,24,19,34,8,17,21,9,21,11,15,9,16,25,9,12,22,35,11,38,22,12,14,12,15,33,30,14,19,13,26,13,27,12,33,37
"Sbj53_Time4",4,53,16,48,36,12,30,13,9,19,36,35,12,11,29,7,11,26,20,31,10,14,22,9,18,15,7,14,16,25,9,10,28,40,13,40,26,12,13,13,15,27,29,16,23,8,25,17,24,13,36,33
"Sbj54_Time1",1,54,12,9,7,19,15,15,15,23,10,19,20,14,18,10,29,18,9,18,20,12,4,23,15,15,14,16,10,13,19,13,14,11,9,16,11,19,11,17,13,22,18,21,14,16,18,9,17,22,14,14
"Sbj54_Time2",2,54,16,9,12,13,26,17,11,14,16,13,25,15,21,24,14,17,24,9,6,9,12,7,11,19,9,21,8,13,22,15,10,12,8,28,16,6,14,20,11,20,8,24,25,19,13,33,14,23,15,16
"Sbj54_Time3",3,54,14,14,11,13,24,15,8,10,10,11,27,14,21,22,10,16,19,16,10,12,5,9,8,17,10,30,16,11,24,12,11,8,6,20,14,12,6,17,16,23,11,15,23,28,9,24,14,22,22,11
"Sbj54_Time4",4,54,14,12,17,9,16,17,17,14,18,9,18,11,25,25,15,19,19,9,8,10,10,19,13,18,11,27,9,11,23,14,13,13,13,28,17,9,9,18,10,28,12,23,21,24,10,30,20,24,20,14
"Sbj55_Time1",1,55,18,11,14,13,22,21,14,18,21,12,17,13,23,18,21,11,13,18,12,20,12,21,23,8,21,14,20,21,24,11,21,16,12,6,19,11,20,14,15,7,11,17,12,17,11,14,11,27,24,14
"Sbj55_Time2",2,55,27,44,17,9,27,13,24,11,13,40,14,14,54,39,17,18,19,31,22,14,10,21,10,10,9,26,27,28,19,33,41,12,31,25,13,10,22,20,24,34,8,12,36,13,26,23,20,20,20,16
"Sbj55_Time3",3,55,34,43,13,14,21,8,26,11,14,42,16,13,52,40,17,21,20,29,26,9,14,19,6,9,10,23,25,28,24,32,38,13,32,26,12,19,21,20,18,30,10,14,35,19,22,21,19,14,17,8
"Sbj55_Time4",4,55,34,39,11,12,24,12,30,6,17,36,8,10,47,35,13,21,17,29,23,15,13,23,10,14,10,21,30,30,26,36,41,13,32,25,17,8,28,22,20,30,9,13,34,19,23,28,20,17,27,9
"Sbj56_Time1",1,56,20,19,12,18,18,22,15,17,14,14,21,22,18,16,24,14,10,13,20,13,13,14,18,18,11,15,18,16,15,20,16,14,16,12,13,14,9,15,7,11,19,17,10,15,19,19,15,13,15,18
"Sbj56_Time2",2,56,19,24,10,14,30,7,15,27,8,22,18,2,33,21,30,31,14,23,20,16,14,9,11,25,18,29,30,21,18,13,12,9,16,27,37,9,10,14,9,16,12,14,16,11,19,27,10,9,23,27
"Sbj56_Time3",3,56,17,24,10,15,29,6,16,27,13,17,13,15,33,21,32,37,12,24,23,18,15,13,15,21,24,33,36,18,24,18,16,9,11,20,34,16,6,14,12,16,13,17,22,11,22,28,13,8,23,26
"Sbj56_Time4",4,56,10,25,13,18,33,12,12,27,9,17,9,10,33,21,28,36,8,27,10,17,16,14,17,23,23,37,33,20,20,9,19,11,4,30,35,9,15,10,9,4,11,15,16,6,22,27,15,12,29,22
"Sbj57_Time1",1,57,12,9,19,13,15,12,23,18,16,9,22,10,12,22,11,15,15,14,15,19,20,17,12,10,22,15,9,11,14,13,19,23,21,11,16,14,21,14,20,17,18,21,13,16,13,18,17,16,21,23
"Sbj57_Time2",2,57,36,10,30,13,22,15,21,20,12,18,26,21,26,28,39,13,16,26,10,35,31,16,15,10,19,16,24,8,25,29,20,21,11,10,16,21,13,8,27,33,28,11,20,17,12,15,10,19,31,9
"Sbj57_Time3",3,57,38,16,28,9,18,19,18,17,6,16,18,20,27,15,31,4,16,29,11,35,30,21,5,14,20,15,21,16,22,28,22,23,13,17,15,22,11,8,29,32,24,18,19,18,8,17,13,28,31,6
"Sbj57_Time4",4,57,32,20,34,8,16,8,20,21,9,15,21,22,28,27,26,6,13,25,13,35,27,19,8,19,15,20,25,11,14,27,20,23,12,13,10,18,7,13,22,39,32,14,19,22,11,10,11,21,28,10
"Sbj58_Time1",1,58,21,19,22,17,23,20,19,15,23,13,12,20,15,12,12,20,13,16,12,10,12,9,17,20,20,11,13,11,12,22,14,14,12,12,7,14,11,18,22,16,17,13,19,14,13,13,15,14,9,12
"Sbj58_Time2",2,58,32,11,28,22,27,28,26,17,35,6,8,12,19,14,37,27,12,9,27,23,12,7,17,15,30,20,10,26,31,21,23,13,32,14,23,29,28,29,30,11,31,22,25,13,21,33,31,7,21,46
"Sbj58_Time3",3,58,28,7,29,22,23,39,22,7,32,12,11,10,16,20,36,31,12,6,25,32,11,12,22,18,29,24,16,27,26,28,21,11,33,11,20,28,30,29,29,5,34,22,27,11,26,37,31,12,18,45
"Sbj58_Time4",4,58,28,9,35,18,23,31,26,9,30,10,7,5,22,10,37,32,11,14,26,31,11,9,16,15,32,31,8,27,29,22,22,14,25,15,27,34,25,34,29,7,32,27,27,9,21,29,37,13,19,55
"Sbj59_Time1",1,59,14,18,21,14,23,14,8,13,17,14,22,13,15,25,14,19,14,21,14,20,15,20,11,12,22,15,12,10,13,16,20,10,16,20,24,20,10,25,11,17,16,20,26,14,18,16,19,9,12,11
"Sbj59_Time2",2,59,23,12,16,22,10,20,14,16,28,12,35,12,20,12,20,15,18,14,26,21,17,27,18,27,28,20,23,11,11,12,21,21,17,23,13,10,18,27,20,8,24,20,22,19,25,12,10,20,28,21
"Sbj59_Time3",3,59,21,8,14,27,18,24,15,14,20,12,26,13,13,11,24,13,22,19,23,26,16,29,16,25,28,15,29,13,8,9,25,21,24,21,11,12,20,27,20,10,22,12,13,19,36,22,13,17,32,12
"Sbj59_Time4",4,59,23,13,12,20,11,25,13,15,22,6,33,17,16,10,18,15,23,21,21,24,16,21,15,28,24,14,33,10,16,8,23,21,17,25,5,12,25,32,19,14,18,20,11,22,28,22,10,25,32,17
"Sbj6_Time1",1,6,17,12,21,15,18,15,22,21,17,21,20,10,17,22,6,15,10,18,18,19,19,15,17,12,16,12,11,15,16,12,12,23,10,25,17,8,19,14,20,23,21,12,16,16,15,12,13,19,14,15
"Sbj6_Time2",2,6,34,19,47,33,12,36,40,14,35,23,17,25,23,45,32,15,13,34,29,25,20,10,38,8,12,17,6,12,24,22,8,19,9,16,32,24,30,12,27,28,13,25,12,6,12,29,12,23,8,15
"Sbj6_Time3",3,6,30,22,36,32,15,32,37,15,39,24,9,18,14,38,33,11,19,30,27,20,10,8,35,3,13,16,7,13,26,24,15,21,12,16,31,25,29,18,22,20,14,17,12,13,14,37,11,23,17,17
"Sbj6_Time4",4,6,31,24,40,29,12,35,48,10,42,23,13,22,6,41,32,13,9,27,28,21,14,17,36,6,11,14,12,12,22,23,7,20,7,17,36,21,25,14,30,30,16,23,13,15,10,32,13,21,13,16
"Sbj60_Time1",1,60,14,15,18,13,19,23,11,11,15,23,23,18,26,13,8,15,16,16,18,24,19,9,15,12,11,10,15,23,20,14,13,17,9,20,11,14,11,10,16,16,12,14,15,16,18,21,23,21,14,18
"Sbj60_Time2",2,60,24,35,24,23,19,10,21,48,19,27,25,14,22,11,15,31,12,7,15,10,8,13,34,10,7,36,18,31,24,12,10,27,28,10,11,19,11,24,18,16,30,12,18,17,15,18,24,22,13,17
"Sbj60_Time3",3,60,18,39,18,22,19,7,19,47,24,23,24,9,22,13,9,27,13,9,21,13,11,8,30,10,6,31,16,35,30,10,6,18,31,14,10,20,12,19,18,15,24,17,21,16,8,10,25,22,16,22
"Sbj60_Time4",4,60,18,39,25,17,17,17,11,49,24,27,24,16,20,15,13,29,6,10,19,9,11,6,30,9,13,31,24,30,28,10,9,20,31,8,0,21,16,23,16,23,30,18,16,16,12,16,30,22,9,23
"Sbj61_Time1",1,61,16,17,16,17,9,21,21,20,15,21,15,24,16,21,18,16,9,16,25,15,13,18,11,14,22,18,19,23,18,15,21,16,13,18,17,16,24,14,8,23,19,14,15,18,12,11,9,12,16,10
"Sbj61_Time2",2,61,10,28,18,23,18,9,19,17,8,26,17,17,11,21,7,20,17,11,29,8,15,6,13,31,19,19,17,19,7,26,30,18,10,22,23,23,7,26,34,17,15,27,29,16,16,30,6,14,9,19
"Sbj61_Time3",3,61,8,23,14,26,11,14,21,15,12,28,20,17,14,22,14,16,4,14,19,13,14,12,17,27,18,12,15,22,9,29,23,23,11,24,19,21,13,26,32,17,16,24,26,17,10,28,11,20,11,21
"Sbj61_Time4",4,61,12,21,14,24,18,17,21,16,12,26,21,14,12,13,11,16,13,8,21,10,11,5,10,28,14,16,11,20,13,22,26,20,8,27,21,19,12,21,38,18,19,20,25,18,17,31,9,21,17,15
"Sbj62_Time1",1,62,17,22,24,6,9,15,13,13,18,10,17,17,14,23,15,19,8,14,12,15,20,19,12,17,11,16,22,18,17,14,19,8,13,22,22,18,14,17,15,13,23,17,23,25,19,15,10,16,11,20
