"","Time","ID","sp1","sp2","sp3","sp4","sp5","sp6","sp7","sp8","sp9","sp10","sp11","sp12","sp13","sp14","sp15","sp16","sp17","sp18","sp19","sp20","sp21","sp22","sp23","sp24","sp25","sp26","sp27","sp28","sp29","sp30","sp31","sp32","sp33","sp34","sp35","sp36","sp37","sp38","sp39","sp40","sp41","sp42","sp43","sp44","sp45","sp46","sp47","sp48","sp49","sp50","sp51","sp52","sp53","sp54","sp55","sp56","sp57","sp58","sp59","sp60","sp61","sp62","sp63","sp64","sp65","sp66","sp67","sp68","sp69","sp70","sp71","sp72","sp73","sp74","sp75","sp76","sp77","sp78","sp79","sp80","sp81","sp82","sp83","sp84","sp85","sp86","sp87","sp88","sp89","sp90","sp91","sp92","sp93","sp94","sp95","sp96","sp97","sp98","sp99","sp100"
"Sbj22_Time2",2,22,18,28,18,27,61,58,13,44,13,25,18,13,43,20,37,34,34,19,13,35,17,52,14,22,14,21,48,16,10,42,34,16,14,25,37,24,16,24,23,32,15,50,15,10,12,33,20,16,40,24,30,22,45,31,14,16,33,12,29,16,13,19,16,48,34,16,20,19,21,46,16,28,62,60,35,11,22,35,27,9,51,56,8,41,38,23,64,63,12,30,15,16,56,10,26,30,15,16,57,13
"Sbj22_Time3",3,22,19,30,13,31,57,65,11,40,11,26,11,17,38,14,43,35,33,10,13,32,14,53,10,23,20,22,42,11,7,40,36,13,11,22,45,26,13,25,20,35,15,47,16,20,11,36,12,14,43,29,29,20,40,34,20,5,22,16,27,10,17,20,13,55,32,7,17,21,20,50,12,18,61,62,42,18,18,31,27,15,45,54,10,33,33,19,61,60,7,31,14,15,63,13,23,34,15,20,51,8
"Sbj22_Time4",4,22,13,32,17,30,61,61,8,41,12,20,19,12,44,16,41,35,38,5,18,34,15,48,18,22,11,23,46,21,13,49,37,14,7,20,42,24,14,30,23,29,15,49,18,12,13,39,16,14,45,24,29,15,43,24,13,12,26,18,27,13,12,18,13,47,30,13,22,19,24,48,13,25,59,55,39,12,21,34,28,15,39,49,9,34,30,27,59,59,14,26,15,18,55,15,26,40,8,24,52,12
"Sbj23_Time1",1,23,30,27,13,20,22,24,25,20,24,15,22,18,15,20,15,24,20,10,11,21,20,15,15,15,10,19,21,17,19,22,18,19,13,17,22,17,14,22,12,25,17,13,14,13,12,13,23,15,16,20,16,12,17,22,14,20,23,23,20,12,15,17,23,18,16,17,21,11,14,12,21,17,20,17,19,24,22,22,16,15,20,17,18,14,21,18,16,17,19,27,16,22,17,21,25,19,19,22,20,24
"Sbj23_Time2",2,23,12,10,18,14,15,46,29,8,20,14,30,17,29,12,12,45,42,23,8,34,48,11,12,31,14,29,17,21,19,12,13,16,17,25,25,13,17,14,17,16,13,33,23,15,16,42,19,38,14,20,31,20,13,25,21,41,14,29,28,23,5,19,16,25,27,14,13,19,11,17,30,14,16,34,22,23,10,25,19,20,16,17,25,27,14,27,20,23,14,34,25,14,19,18,16,23,17,30,42,38
"Sbj23_Time3",3,23,17,15,14,15,18,38,27,17,19,8,34,11,29,14,13,44,41,22,13,36,55,16,9,27,16,28,12,25,16,12,12,16,22,23,15,12,23,17,18,19,22,31,24,16,11,40,18,29,14,20,30,24,18,21,24,38,18,29,26,24,12,22,15,21,30,15,18,25,10,17,28,15,8,32,27,19,15,32,17,17,24,22,21,30,18,20,22,25,19,29,20,15,23,19,25,21,25,28,41,42
"Sbj23_Time4",4,23,15,16,14,18,7,47,20,17,15,11,32,16,27,18,17,39,41,21,5,38,55,9,17,27,13,33,17,21,16,14,13,12,16,24,21,18,14,19,24,10,14,31,19,9,15,43,19,29,10,30,26,23,18,25,20,34,12,28,34,17,17,28,21,14,31,11,13,22,13,19,27,12,15,26,18,29,19,24,15,21,16,23,34,31,24,22,25,26,13,38,23,8,20,16,10,21,24,26,37,46
"Sbj24_Time1",1,24,16,15,15,20,22,15,11,19,13,15,24,14,27,16,22,24,16,19,20,17,19,18,11,14,20,14,24,22,17,25,27,19,20,23,17,21,21,20,24,11,9,18,13,20,24,14,30,21,18,22,13,21,18,19,21,19,21,16,16,24,17,27,16,24,14,18,19,27,13,20,16,21,18,17,20,21,23,17,15,20,23,15,18,18,16,18,20,15,17,24,22,11,21,15,22,19,19,23,22,16
"Sbj24_Time2",2,24,15,15,22,68,34,12,34,49,24,55,47,13,41,43,49,46,25,11,25,9,14,15,56,72,20,60,10,7,22,15,25,15,41,11,18,46,39,64,49,26,28,54,54,24,36,11,26,15,49,9,28,15,45,9,15,14,17,14,47,23,29,13,18,13,36,13,12,60,38,24,10,17,44,64,34,27,20,14,34,20,14,62,40,30,14,69,44,20,28,26,39,13,15,26,16,44,31,23,7,17
"Sbj24_Time3",3,24,16,15,22,68,43,20,33,50,17,52,39,14,38,40,53,42,22,15,24,13,16,13,64,69,23,62,12,14,33,12,23,15,51,17,20,41,42,66,45,30,24,51,51,24,25,12,31,14,59,19,30,16,50,7,11,13,7,17,48,23,29,11,26,14,34,20,13,57,39,17,14,28,53,61,37,29,17,17,41,16,13,61,41,32,14,65,42,14,42,26,43,8,13,19,17,40,26,18,13,16
"Sbj24_Time4",4,24,13,15,25,70,36,21,40,44,22,53,39,18,39,51,44,42,27,11,34,15,10,19,68,73,18,68,14,11,33,18,21,10,42,17,14,42,41,65,48,38,36,55,61,23,32,13,23,14,54,14,31,12,39,18,14,13,12,13,49,22,30,16,26,11,34,11,6,59,36,15,12,16,45,64,37,26,19,15,38,17,13,61,35,35,18,75,35,7,37,22,32,7,9,29,17,42,25,16,14,14
"Sbj25_Time1",1,25,12,14,11,22,15,29,16,28,14,20,19,19,21,14,18,13,22,15,24,15,17,26,17,20,22,11,16,19,18,25,16,21,21,20,18,13,26,23,18,13,18,20,24,16,15,15,17,16,24,17,18,18,17,24,21,19,27,20,27,21,25,19,25,23,22,21,16,17,18,23,20,16,20,10,13,22,18,18,26,15,15,11,14,25,15,19,16,14,25,18,12,17,17,18,21,16,19,16,21,14
"Sbj25_Time2",2,25,15,21,14,12,28,29,27,25,38,14,10,14,15,16,17,28,40,33,27,32,18,30,30,17,24,31,29,16,24,13,33,19,12,19,20,18,8,15,11,19,15,37,15,30,18,16,14,19,26,30,19,21,38,11,20,18,32,36,32,33,43,47,13,16,14,44,38,15,22,14,29,29,28,38,36,22,38,15,14,25,19,14,10,8,29,10,36,40,39,16,12,31,34,40,19,35,49,29,36,19
"Sbj25_Time3",3,25,8,25,16,12,30,34,27,24,41,12,12,18,13,11,19,32,42,38,28,31,15,31,38,22,20,33,32,12,22,16,37,24,10,23,22,16,7,16,17,26,17,42,16,23,15,26,14,16,31,33,20,23,39,18,18,22,30,36,28,23,40,51,14,18,15,36,37,14,28,13,30,26,34,34,31,23,33,17,12,27,20,14,10,12,37,13,40,35,34,15,13,26,38,40,10,32,49,29,37,13
"Sbj25_Time4",4,25,12,23,13,11,28,27,31,18,39,13,13,15,12,8,20,30,35,31,28,33,19,35,37,25,19,36,22,15,20,19,36,28,15,15,15,15,13,13,13,24,16,42,14,28,11,21,12,19,31,31,17,29,43,13,24,23,30,38,33,34,36,43,13,16,12,37,32,11,30,16,24,34,32,35,36,27,35,16,15,27,23,19,11,9,33,12,41,37,42,20,10,28,30,43,17,31,47,32,41,14
"Sbj26_Time1",1,26,20,25,22,15,28,21,15,21,14,18,18,13,15,25,11,16,24,21,12,25,21,16,23,15,13,20,20,17,18,9,14,16,22,25,20,14,20,16,20,11,13,28,11,18,21,15,18,11,26,19,19,23,19,22,15,24,24,22,18,19,20,15,21,18,22,25,26,15,17,27,17,15,13,16,14,24,18,16,20,12,23,14,21,21,22,16,16,17,14,18,22,23,17,19,23,18,24,15,20,18
"Sbj26_Time2",2,26,25,15,29,21,50,48,19,22,45,12,42,42,24,46,36,18,19,21,25,46,26,13,38,34,38,16,14,14,36,19,36,47,12,11,14,28,17,11,45,10,18,16,18,29,15,42,41,55,7,34,16,57,34,6,12,34,21,16,17,15,29,69,23,18,18,13,11,43,12,42,25,19,24,26,17,20,14,34,15,29,12,29,20,34,26,46,13,13,19,58,45,15,29,9,16,19,11,28,45,57
"Sbj26_Time3",3,26,26,18,31,21,50,51,25,19,51,15,43,41,30,55,40,16,21,22,27,51,22,12,39,34,34,13,13,17,28,16,37,41,9,10,16,24,22,17,38,15,16,17,21,26,17,48,42,53,8,43,8,50,34,18,12,29,21,17,15,12,29,65,31,13,15,12,12,46,12,36,23,23,31,15,18,26,11,31,13,28,17,28,14,39,24,49,12,6,11,58,45,10,28,15,11,21,12,31,50,58
"Sbj26_Time4",4,26,27,14,34,19,51,59,22,25,45,11,42,46,25,47,43,12,19,23,25,50,24,8,34,35,38,13,13,12,36,12,32,40,19,11,12,26,22,14,40,16,19,22,16,28,16,46,41,57,16,43,8,53,28,15,4,40,26,19,8,11,26,65,19,13,9,9,11,48,15,42,17,11,27,21,11,19,14,29,11,31,11,27,15,37,24,45,20,11,12,58,40,15,28,15,11,22,16,31,50,57
"Sbj27_Time1",1,27,21,13,18,21,17,14,13,19,10,26,22,17,23,17,13,21,22,18,23,17,26,17,13,17,13,25,17,14,20,17,16,12,12,11,13,16,27,18,18,22,20,16,18,26,21,16,17,21,23,18,18,17,21,18,21,14,21,18,18,15,22,22,19,17,12,18,24,15,17,17,23,18,19,18,20,20,23,11,16,19,19,25,24,19,14,18,22,22,20,17,22,17,19,22,18,20,16,14,16,14
"Sbj27_Time2",2,27,57,10,33,8,75,15,29,30,52,34,12,17,14,51,15,49,15,8,14,47,26,18,11,43,12,11,22,15,21,9,42,11,15,20,14,13,7,14,36,41,15,23,24,35,8,29,57,32,16,14,22,12,25,12,12,40,11,49,11,8,37,34,12,11,23,57,37,23,15,14,10,16,18,9,13,56,52,11,29,55,36,6,40,30,13,46,43,20,24,44,33,25,40,46,16,29,29,18,26,7
"Sbj27_Time3",3,27,53,10,35,14,67,12,29,34,52,34,12,19,15,50,18,50,13,12,26,49,24,18,9,34,14,13,15,17,22,8,41,11,16,21,16,12,19,12,35,46,7,24,24,27,10,27,62,35,9,15,25,10,30,17,12,35,21,48,13,13,41,31,11,16,25,67,33,23,9,12,8,6,25,12,11,52,48,14,32,52,40,11,40,34,16,51,42,23,28,41,28,22,38,49,15,29,29,11,21,9
"Sbj27_Time4",4,27,56,14,39,13,66,11,25,28,48,35,15,18,17,47,10,55,15,16,23,45,23,16,10,39,12,7,16,10,22,21,37,10,13,19,15,16,18,12,39,51,15,16,28,28,8,29,53,30,19,7,24,16,30,18,17,36,11,48,18,18,44,33,14,17,29,62,39,24,15,15,14,8,15,13,10,55,48,16,30,52,41,9,40,29,16,50,37,18,27,39,32,17,43,44,18,32,31,10,23,17
"Sbj28_Time1",1,28,14,14,19,19,14,13,13,16,20,16,23,18,10,13,19,13,19,16,21,19,17,17,12,18,23,17,16,14,16,15,22,14,22,7,26,18,22,14,23,16,17,18,26,18,30,13,16,16,21,14,22,23,23,15,14,15,16,19,19,14,27,14,14,19,15,23,16,24,20,22,24,16,20,19,23,24,22,19,19,21,19,15,16,13,16,14,19,15,20,21,19,16,14,23,23,27,24,27,14,22
"Sbj28_Time2",2,28,23,38,12,20,25,10,18,21,18,17,28,10,43,15,38,23,13,48,25,41,18,18,9,61,13,26,15,37,15,11,14,26,37,32,16,32,39,16,27,21,17,27,13,16,10,31,13,23,33,54,45,16,54,10,46,15,19,27,21,42,14,38,26,15,13,10,21,46,16,13,30,55,8,10,13,14,13,23,26,27,19,23,14,51,16,53,15,40,10,18,20,14,17,34,20,10,15,14,23,20
"Sbj28_Time3",3,28,13,35,11,10,35,8,21,21,13,18,23,10,31,16,38,29,13,49,29,37,8,23,10,60,18,22,14,45,18,16,13,27,34,28,17,30,35,17,20,21,22,19,17,14,15,34,18,21,31,51,41,13,57,20,52,19,18,24,17,40,12,41,22,13,14,16,24,44,18,10,34,53,13,5,17,14,12,23,21,22,20,24,18,50,13,47,14,35,9,14,13,18,17,27,14,15,14,16,29,15
"Sbj28_Time4",4,28,19,29,15,12,26,11,15,21,19,20,28,12,44,20,42,28,12,51,23,43,9,26,12,65,17,22,6,45,12,17,9,24,32,31,16,34,42,16,23,27,26,18,17,13,10,23,11,13,32,58,50,18,51,15,46,12,17,20,18,42,13,33,24,12,13,15,25,43,20,14,34,58,11,8,9,12,18,20,31,20,25,31,17,51,15,49,13,35,13,24,14,21,15,24,8,11,18,13,26,8
"Sbj29_Time1",1,29,22,21,20,21,22,21,19,15,27,18,20,15,17,15,20,19,21,15,19,21,11,16,10,14,19,15,18,20,10,18,21,18,21,22,17,19,18,11,17,16,19,17,15,18,19,10,16,18,17,16,16,20,21,17,21,21,28,16,10,19,18,18,16,21,15,19,18,16,15,21,16,20,17,19,15,15,18,15,16,18,11,16,17,26,26,23,17,27,20,26,16,12,23,10,15,14,12,17,19,17
"Sbj29_Time2",2,29,24,31,29,24,18,22,16,16,20,15,12,23,17,20,23,15,15,31,18,18,33,17,26,21,16,14,12,22,19,18,13,20,20,24,26,10,15,18,15,16,33,25,21,21,11,17,19,26,33,14,24,21,22,15,27,24,24,15,24,19,14,36,17,15,22,29,14,23,18,24,26,11,34,7,39,13,24,22,30,21,14,15,19,27,38,20,19,13,41,25,22,12,9,24,25,14,22,22,12,15
"Sbj29_Time3",3,29,22,35,33,16,10,16,15,23,12,14,14,23,17,19,20,15,9,32,10,15,26,26,27,21,8,10,19,21,20,21,12,10,19,21,25,19,13,13,19,8,41,26,13,17,13,15,17,21,40,25,28,11,19,15,20,24,25,15,24,26,16,39,26,11,24,23,17,24,23,25,21,15,39,14,34,12,21,16,31,22,11,17,15,24,30,24,11,14,32,17,18,13,11,22,31,19,22,20,15,17
"Sbj29_Time4",4,29,25,30,26,14,12,20,17,12,17,15,14,24,14,13,20,7,16,32,13,16,36,21,30,24,16,18,9,20,10,18,13,17,22,29,22,8,12,9,19,26,33,22,17,19,10,17,12,27,35,18,24,18,16,16,31,25,27,10,23,23,8,33,26,18,19,29,10,30,21,26,20,16,34,10,32,11,25,23,34,25,11,14,16,28,29,18,15,14,39,27,21,13,16,22,27,11,25,20,13,15
"Sbj3_Time1",1,3,13,23,26,23,10,17,15,22,13,13,13,25,19,8,18,22,19,14,25,25,17,10,26,26,20,17,22,18,21,23,19,13,22,22,24,12,11,23,16,19,15,18,22,23,15,14,27,22,18,23,24,19,13,19,16,24,18,20,9,10,11,18,16,14,20,17,14,18,25,12,15,19,19,22,15,13,17,18,24,13,22,20,19,17,21,18,15,18,15,24,24,19,20,17,13,19,20,20,13,12
"Sbj3_Time2",2,3,28,37,39,21,11,9,13,36,12,37,14,22,46,18,15,38,20,18,13,18,36,29,55,16,20,23,9,25,47,9,35,34,34,14,16,17,12,13,10,33,22,21,18,31,11,25,32,15,19,23,42,17,38,31,15,40,31,30,23,19,14,12,35,37,7,17,17,27,8,20,33,31,12,11,41,21,14,24,22,29,19,8,24,15,25,14,20,21,28,19,38,24,11,34,24,25,32,35,31,20
"Sbj3_Time3",3,3,27,36,40,11,10,10,11,34,12,45,15,23,41,18,22,32,18,20,17,27,36,30,51,13,27,27,19,30,41,12,30,32,36,18,16,16,10,14,18,25,12,16,16,32,20,31,33,13,13,22,44,22,39,30,9,39,32,24,31,22,12,15,29,37,14,24,19,32,12,15,29,29,17,11,34,23,14,26,10,25,14,17,20,16,29,17,15,18,31,19,27,29,17,37,30,18,27,32,32,14
"Sbj3_Time4",4,3,25,30,44,15,8,15,10,36,16,32,11,26,53,22,18,34,18,13,15,23,38,23,53,13,26,31,6,24,52,14,29,30,37,15,13,11,19,13,16,28,18,17,14,32,10,25,34,12,20,20,47,16,42,32,16,36,28,30,30,21,13,10,27,36,14,18,23,27,12,12,30,30,13,13,33,29,12,21,18,26,19,14,22,13,30,13,14,16,33,22,35,25,11,33,29,20,31,34,31,15
"Sbj30_Time1",1,30,20,14,21,12,11,24,21,19,21,22,15,17,27,20,19,19,15,20,25,23,23,16,21,22,17,16,18,19,8,22,26,19,23,17,24,18,15,19,18,23,17,12,10,19,22,14,22,22,17,25,28,9,9,17,13,15,25,11,12,16,20,19,20,16,21,11,26,18,13,24,26,17,26,13,19,14,14,18,16,13,23,13,24,12,17,21,17,21,20,14,22,21,19,22,22,21,17,20,20,21
"Sbj30_Time2",2,30,17,8,30,59,27,42,11,26,24,20,32,22,34,14,46,14,26,12,34,43,33,45,21,32,50,34,16,18,10,12,20,29,36,16,23,9,16,40,54,18,17,16,14,34,32,32,17,22,29,12,19,18,22,13,31,16,14,21,37,39,14,24,49,12,58,42,18,20,14,37,21,36,8,14,15,19,15,21,33,15,47,36,16,47,46,35,40,25,28,55,17,21,15,37,16,11,11,24,19,13
"Sbj30_Time3",3,30,25,12,29,61,32,39,18,34,29,21,33,27,34,18,45,17,37,13,36,42,32,44,16,28,53,30,13,12,16,19,26,22,43,16,22,11,14,40,55,16,16,9,22,34,33,30,15,23,25,12,22,15,19,17,31,11,18,24,39,37,9,26,45,15,56,43,26,23,16,37,21,41,13,17,16,13,18,22,29,12,45,35,15,55,40,36,44,26,31,55,13,21,11,39,19,6,7,28,11,13
"Sbj30_Time4",4,30,25,15,29,63,30,41,12,30,30,16,32,22,35,12,47,16,36,19,36,47,33,46,23,30,59,32,8,15,8,13,25,29,37,11,29,11,6,30,56,19,12,16,24,38,27,31,13,25,35,12,20,19,21,11,31,11,11,23,40,34,16,28,48,10,54,43,27,18,17,35,15,34,13,16,14,11,15,28,29,11,47,37,11,50,48,35,41,26,26,59,13,20,13,35,17,10,10,27,13,10
"Sbj31_Time1",1,31,14,14,23,20,11,21,25,11,24,15,12,17,22,21,16,20,18,14,17,12,18,14,12,11,29,24,15,21,21,12,26,22,12,18,20,22,18,23,25,19,26,18,18,19,21,19,15,14,21,10,21,10,16,24,8,23,19,13,20,16,22,22,18,18,18,21,12,13,23,24,28,17,19,17,14,19,21,16,15,17,23,19,20,18,17,21,9,22,20,20,17,16,24,18,18,11,16,16,28,21
"Sbj31_Time2",2,31,12,21,22,14,13,12,14,22,16,12,37,12,18,20,23,37,20,17,20,22,39,7,16,30,13,20,18,32,33,37,16,30,18,16,22,16,36,38,11,12,40,31,33,36,25,38,11,15,17,33,31,12,40,26,18,11,15,24,15,14,43,36,49,10,16,8,25,8,21,28,37,30,14,27,32,26,10,16,38,11,9,12,26,12,16,44,17,11,13,24,32,14,32,17,15,15,11,28,12,24
"Sbj31_Time3",3,31,15,26,22,16,14,15,13,22,20,13,36,19,10,24,19,41,21,18,15,23,43,15,14,26,12,12,17,30,30,32,15,27,22,12,21,16,39,40,12,4,39,26,32,35,12,32,11,22,15,41,25,11,39,24,16,13,12,25,18,19,40,40,41,14,19,12,24,16,22,27,34,29,9,22,40,27,14,14,39,13,12,21,26,12,14,45,19,12,11,29,30,17,34,15,16,18,19,27,12,26
"Sbj31_Time4",4,31,16,21,26,11,14,13,9,15,20,17,33,11,12,22,20,35,23,11,19,30,42,14,17,31,19,20,23,38,29,28,8,31,17,14,28,8,41,41,13,15,41,24,39,39,13,36,11,21,17,41,28,12,36,33,15,11,9,31,17,14,37,40,38,7,18,10,22,13,21,26,33,31,15,24,39,27,12,15,36,15,10,14,19,14,11,41,18,16,9,27,32,12,36,10,13,20,19,31,14,23
"Sbj32_Time1",1,32,15,13,27,16,21,16,14,10,24,13,14,18,18,16,19,18,24,13,21,22,18,12,25,20,19,24,22,18,14,23,18,25,20,25,18,20,12,11,17,12,21,13,19,12,25,17,7,19,19,26,23,22,20,23,15,13,16,20,10,16,16,14,20,14,21,20,18,17,22,21,17,17,19,15,14,12,17,8,14,16,19,24,16,21,21,20,28,22,17,14,16,25,19,19,15,16,20,16,22,17
"Sbj32_Time2",2,32,36,45,19,51,14,74,42,6,13,53,22,29,21,34,14,17,47,21,44,16,21,14,24,14,7,66,47,60,19,18,50,24,37,33,14,7,32,14,29,18,18,9,60,54,17,10,31,28,44,16,17,14,23,47,12,9,27,32,57,15,31,34,9,26,39,73,26,46,11,12,15,40,17,15,26,20,39,35,13,14,23,9,17,9,20,41,13,13,10,22,22,11,15,17,21,13,20,54,28,18
"Sbj32_Time3",3,32,39,42,17,50,16,70,37,11,15,58,26,28,23,31,15,14,36,18,48,15,21,20,28,10,10,68,50,63,18,23,53,28,40,39,13,18,32,15,21,12,7,9,53,52,13,11,32,30,47,21,13,21,12,40,27,17,24,24,58,17,31,31,15,26,39,70,24,45,14,13,18,40,20,12,21,12,29,46,13,20,20,11,20,7,15,44,17,17,15,10,26,10,14,12,16,15,17,52,29,22
"Sbj32_Time4",4,32,32,39,21,42,10,66,36,11,19,49,19,24,15,30,20,12,39,14,43,18,17,14,31,16,10,61,48,62,20,21,45,18,39,38,17,21,31,16,30,13,15,10,56,49,19,14,32,24,50,21,15,15,22,48,12,17,32,27,57,12,31,32,12,19,41,75,29,50,10,15,16,39,11,13,26,17,31,42,11,14,25,12,9,17,16,43,11,13,13,15,20,15,12,15,19,14,13,61,28,15
"Sbj33_Time1",1,33,15,21,20,10,18,13,22,21,18,19,19,32,20,15,11,19,13,17,17,21,19,20,20,14,16,18,9,26,19,21,20,12,17,12,25,16,24,15,24,22,15,18,20,27,17,17,14,20,12,23,15,15,20,20,23,17,15,23,22,16,23,19,21,16,17,10,26,18,14,22,17,15,19,19,22,18,18,13,30,24,17,18,20,19,19,17,15,14,12,15,18,13,18,17,17,10,13,27,16,19
"Sbj33_Time2",2,33,24,18,38,34,12,14,53,33,13,21,40,14,11,22,13,40,18,13,73,35,29,12,14,14,36,30,40,14,26,31,32,50,22,12,11,25,15,23,30,27,30,19,17,20,9,27,18,32,51,26,52,21,13,62,13,29,13,11,10,29,18,39,35,17,12,22,59,15,24,26,36,33,16,24,15,29,63,16,15,19,15,47,16,31,51,25,21,33,25,30,28,13,16,19,16,15,17,68,33,12
"Sbj33_Time3",3,33,19,19,36,35,12,14,51,37,13,20,37,9,21,16,15,43,17,13,80,33,29,17,18,8,42,30,40,13,25,28,33,49,16,12,9,27,18,26,31,29,25,19,13,26,11,22,27,32,57,26,54,19,15,55,15,30,12,15,14,22,18,41,26,10,16,18,59,15,23,30,31,33,14,24,11,21,65,8,14,18,25,39,19,29,44,25,10,32,21,27,24,17,22,15,17,15,15,67,32,19
"Sbj33_Time4",4,33,22,11,37,37,17,9,50,35,14,25,29,16,11,21,13,40,12,13,75,41,29,16,19,13,38,36,43,18,21,34,29,53,21,16,11,22,17,16,26,30,29,13,11,19,15,20,20,39,50,23,59,24,13,53,16,17,14,13,19,36,15,31,29,9,15,12,64,16,27,24,41,30,15,23,20,30,63,15,14,16,22,45,15,26,51,25,10,38,25,30,28,16,25,16,13,13,12,68,32,6
"Sbj34_Time1",1,34,13,19,16,20,16,13,25,19,20,16,17,16,17,12,19,22,14,23,20,18,13,21,19,22,18,18,24,17,13,17,20,14,11,11,21,16,18,20,19,17,20,23,19,21,21,19,20,27,23,20,15,15,20,17,24,14,21,17,18,20,16,11,13,15,11,17,20,15,24,15,19,13,15,17,26,12,15,14,22,23,25,13,21,23,19,24,24,10,17,20,17,17,12,19,24,18,19,18,17,18
"Sbj34_Time2",2,34,17,14,13,14,19,18,58,18,18,20,23,13,33,12,15,21,12,46,16,12,51,12,21,65,17,24,34,14,25,31,20,34,20,25,19,17,56,19,21,16,32,22,17,18,28,32,17,31,37,20,18,16,31,21,38,40,14,43,42,40,16,26,15,24,27,24,15,18,14,12,20,33,11,37,19,32,25,18,22,17,25,30,13,17,27,45,15,14,19,27,34,9,49,10,24,14,47,34,10,26
"Sbj34_Time3",3,34,7,19,18,10,22,20,62,19,18,17,21,13,25,14,14,16,13,51,17,12,52,9,18,66,19,14,32,17,26,28,15,40,21,25,14,15,42,20,14,16,31,26,14,15,23,29,11,26,38,22,26,6,31,18,34,52,13,50,35,36,14,19,7,25,21,31,18,17,9,11,25,24,10,37,11,34,32,17,19,17,27,36,18,14,23,35,9,12,11,23,35,16,47,17,23,19,53,35,13,29
"Sbj34_Time4",4,34,16,20,15,14,20,24,61,16,16,20,21,13,34,17,13,25,14,51,21,12,42,19,21,65,23,20,40,14,25,28,10,41,25,22,12,13,52,21,14,16,34,26,15,18,30,25,12,25,38,21,21,13,32,27,30,41,13,44,43,36,17,22,15,25,28,22,14,11,15,14,27,30,9,37,12,29,31,18,13,15,21,32,14,10,31,39,13,15,11,22,30,16,47,16,31,14,48,35,10,23
"Sbj35_Time1",1,35,27,20,15,18,28,17,21,11,18,21,16,18,15,25,19,21,23,22,18,18,15,16,24,13,20,15,17,22,13,13,19,22,15,18,18,18,24,20,22,25,22,27,24,15,18,17,22,20,23,23,22,16,10,20,23,21,12,24,13,15,20,18,19,17,12,17,20,14,11,22,24,11,11,22,11,17,10,16,17,16,14,18,19,20,18,16,18,20,18,14,18,13,26,23,20,16,23,26,23,19
"Sbj35_Time2",2,35,11,18,23,28,12,41,39,31,33,49,14,17,24,22,35,13,29,20,32,33,36,27,13,15,8,11,23,34,13,34,49,14,12,31,33,22,27,33,35,15,19,26,35,11,33,28,10,13,20,34,9,29,35,14,31,11,11,18,14,23,22,35,27,20,33,17,21,25,17,17,27,46,45,12,33,11,16,19,18,14,34,13,44,17,25,16,19,30,22,11,23,24,51,22,17,31,22,16,14,7
"Sbj35_Time3",3,35,10,18,31,24,14,45,29,38,32,52,10,22,24,17,36,16,24,22,25,26,35,28,14,15,11,15,18,42,15,47,42,16,10,30,36,23,34,28,38,10,17,27,30,14,28,34,12,12,19,40,23,34,30,11,29,16,10,13,16,24,31,34,27,19,26,17,32,23,27,14,20,41,50,16,32,16,13,16,17,9,32,13,54,19,24,13,20,26,11,22,28,29,49,26,21,35,22,15,16,15
"Sbj35_Time4",4,35,13,25,22,27,11,44,36,43,36,50,13,25,23,23,36,19,24,26,25,33,30,23,18,14,17,10,25,33,12,34,45,18,14,31,33,23,25,29,36,14,15,28,29,7,30,30,14,12,21,32,13,27,29,18,31,16,12,11,17,21,18,34,30,24,28,20,25,23,29,15,20,46,54,10,39,19,19,13,16,10,29,13,46,15,15,11,18,34,17,19,19,29,57,23,21,35,22,15,15,18
"Sbj36_Time1",1,36,26,20,19,13,16,15,22,21,23,23,23,18,23,18,13,22,21,18,22,24,20,19,20,16,21,13,12,17,20,14,22,18,16,21,11,13,12,21,16,15,22,17,16,17,17,13,15,25,14,24,24,23,18,18,22,12,18,18,14,18,21,12,25,26,21,13,20,12,21,15,23,23,28,18,25,17,16,22,14,18,18,14,24,12,22,24,23,18,20,24,20,22,18,20,22,24,18,26,9,13
"Sbj36_Time2",2,36,37,21,18,11,18,26,20,15,8,8,18,15,31,45,40,34,16,15,45,21,46,33,27,15,43,43,21,55,27,13,36,43,24,11,15,11,29,15,15,13,6,15,17,31,27,13,13,22,12,12,21,34,17,24,24,60,20,16,13,41,44,43,5,11,12,41,33,25,43,14,20,33,14,20,17,64,19,17,35,10,24,16,21,34,15,31,35,18,23,23,14,41,17,15,21,23,58,30,12,13
"Sbj36_Time3",3,36,34,25,13,12,21,25,23,13,15,15,15,20,28,48,39,32,14,16,44,13,48,33,27,9,36,46,20,53,25,14,41,41,22,11,16,17,32,20,16,16,16,10,14,32,29,10,9,27,15,6,20,38,14,24,21,58,21,18,12,41,45,43,13,18,13,39,31,29,47,10,21,25,11,20,11,65,25,18,38,13,26,13,33,29,10,37,41,17,27,29,23,43,13,15,17,31,56,34,17,21
"Sbj36_Time4",4,36,36,24,27,15,19,32,23,14,10,17,22,22,32,54,45,29,17,10,51,13,37,34,33,13,41,49,24,53,24,13,37,41,23,11,12,14,33,19,10,10,11,18,9,28,26,7,18,26,19,16,23,38,15,18,24,57,17,18,10,42,38,39,12,18,13,40,30,27,39,17,20,30,16,21,14,72,21,17,34,8,28,13,25,27,12,35,44,13,23,26,12,42,13,15,24,28,54,29,13,16
